"DisNo.","Historic","Classification Key","Disaster Group","Disaster Subgroup","Disaster Type","Disaster Subtype","External IDs","Event Name","ISO","Country","Subregion","Region","Location","Origin","Associated Types","OFDA/BHA Response","Appeal","Declaration","AID Contribution ('000 US$)","Magnitude","Magnitude Scale","Latitude","Longitude","River Basin","Start Year","Start Month","Start Day","End Year","End Month","End Day","Total Deaths","No. Injured","No. Affected","No. Homeless","Total Affected","Reconstruction Costs ('000 US$)","Reconstruction Costs, Adjusted ('000 US$)","Insured Damage ('000 US$)","Insured Damage, Adjusted ('000 US$)","Total Damage ('000 US$)","Total Damage, Adjusted ('000 US$)","CPI","Admin Units","Entry Date","Last Update"
"1905-0001-ITA","Yes","nat-geo-ear-gro","Natural","Geophysical","Earthquake","Ground movement",NA,NA,"ITA","Italy","Southern Europe","Europe","MONTELEONE, TROPEA, MONTE PORO (Calabria)",NA,NA,"No","No","No",NA,7.1,"Moment Magnitude",38.67,16.07,NA,1905,9,8,1905,9,8,557,2000,NA,20100,22100,NA,NA,NA,NA,NA,NA,2.94888701090496,NA,"2003-07-01","2023-09-25"
"1906-0012-ITA","Yes","nat-geo-vol-ash","Natural","Geophysical","Volcanic activity","Ash fall",NA,"Mt. Vesuve","ITA","Italy","Southern Europe","Europe",NA,NA,NA,"No","No","No",NA,NA,NA,40.821,14.426,NA,1906,4,18,1906,4,18,700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.94888701090496,NA,"2003-11-16","2023-09-25"
"1908-0007-ITA","Yes","nat-geo-ear-gro","Natural","Geophysical","Earthquake","Ground movement",NA,NA,"ITA","Italy","Southern Europe","Europe","Messina, Regio, Calabria, Sicilia",NA,"Tsunami/Tidal wave","No","No","No",NA,7,"Moment Magnitude",38.17,15.58,NA,1908,12,28,1908,12,28,75000,NA,150000,NA,150000,NA,NA,NA,NA,116000,3933688,2.94888701090496,NA,"2011-05-23","2023-09-25"
"1914-0028-ITA","Yes","nat-geo-ear-gro","Natural","Geophysical","Earthquake","Ground movement",NA,NA,"ITA","Italy","Southern Europe","Europe","Catania, Etna",NA,NA,"No","No","No",NA,4.9,"Moment Magnitude",37.7,15.2,NA,1914,5,8,1914,5,8,120,NA,NA,669,669,NA,NA,NA,NA,NA,NA,3.28139194142634,NA,"2019-08-07","2023-09-25"
"1915-0002-ITA","Yes","nat-geo-ear-gro","Natural","Geophysical","Earthquake","Ground movement",NA,NA,"ITA","Italy","Southern Europe","Europe","Avezzano, Marsica (Abruzze)",NA,NA,"No","No","No",NA,7.5,"Moment Magnitude",42.02,13.26,NA,1915,1,13,1915,1,13,29980,NA,NA,NA,NA,NA,NA,NA,NA,60000,1810388,3.31420586084061,NA,"2011-05-23","2023-09-25"
"1920-0014-ITA","Yes","nat-geo-ear-gro","Natural","Geophysical","Earthquake","Ground movement",NA,NA,"ITA","Italy","Southern Europe","Europe","Carrara, Farfagnana",NA,NA,"No","No","No",NA,5.8,"Moment Magnitude",44.3,10.3,NA,1920,9,7,1920,9,7,1400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.56278388285269,NA,"2003-07-01","2023-09-25"
"1922-0002-ITA","Yes","nat-hyd-mmw-lan","Natural","Hydrological","Mass movement (wet)","Landslide (wet)",NA,NA,"ITA","Italy","Southern Europe","Europe","Sicily",NA,NA,"No","No","No",NA,NA,NA,NA,NA,NA,1922,2,11,1922,2,11,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.51273846159626,NA,"2003-07-01","2023-09-25"
"1930-0008-ITA","Yes","nat-geo-ear-gro","Natural","Geophysical","Earthquake","Ground movement",NA,NA,"ITA","Italy","Southern Europe","Europe","Irpina, Naples",NA,NA,"No","No","No",NA,6.4,"Moment Magnitude",40.922,15.377,NA,1930,7,23,1930,7,23,1883,NA,10000,NA,10000,NA,NA,NA,NA,5000,91242,5.47992454218199,NA,"2003-07-01","2023-09-25"
"1930-0033-ITA","Yes","nat-geo-ear-gro","Natural","Geophysical","Earthquake","Ground movement",NA,NA,"ITA","Italy","Southern Europe","Europe","Senigalia",NA,NA,"No","No","No",NA,5.9,"Moment Magnitude",43.667,13.267,NA,1930,10,30,1930,10,30,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.47992454218199,NA,"2019-08-08","2023-09-25"
"1933-0027-ITA","Yes","nat-geo-ear-gro","Natural","Geophysical","Earthquake","Ground movement",NA,NA,"ITA","Italy","Southern Europe","Europe","Central",NA,NA,"No","No","No",NA,NA,"Moment Magnitude",42,14.2,NA,1933,9,26,1933,9,26,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.23299560443998,NA,"2019-08-12","2023-09-25"
"1935-0025-ITA","Yes","tec-tra-air-air","Technological","Transport","Air","Air",NA,"Short Kent","ITA","Italy","Southern Europe","Europe","Brindisi",NA,NA,"No","No","No",NA,NA,NA,NA,NA,NA,1935,11,9,1935,11,9,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.49550695975409,NA,"2003-07-01","2023-09-25"
"1938-0015-ITA","Yes","tec-tra-air-air","Technological","Transport","Air","Air",NA,"Junkers JU-52","ITA","Italy","Southern Europe","Europe","Near Formia",NA,NA,"No","No","No",NA,NA,NA,NA,NA,NA,1938,4,30,1938,4,30,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.62676263741114,NA,"2003-07-01","2023-09-25"
"1938-0020-ITA","Yes","tec-tra-air-air","Technological","Transport","Air","Air",NA,"Savoia Marchetti S-66","ITA","Italy","Southern Europe","Europe","Off Sardinia",NA,NA,"No","No","No",NA,NA,NA,NA,NA,NA,1938,7,14,1938,7,14,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.62676263741114,NA,"2003-07-01","2023-09-25"
"1938-0024-ITA","Yes","tec-tra-air-air","Technological","Transport","Air","Air",NA,"Macchhi C-94","ITA","Italy","Southern Europe","Europe","Montnago",NA,NA,"No","No","No",NA,NA,NA,NA,NA,NA,1938,8,18,1938,8,18,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.62676263741114,NA,"2003-07-01","2023-09-25"
"1939-0018-ITA","Yes","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood",NA,NA,"ITA","Italy","Southern Europe","Europe","Soverato",NA,NA,"No","No","No",NA,NA,"Km2",NA,NA,NA,1939,NA,NA,1939,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.56113479858262,NA,"2003-07-01","2023-09-25"
"1944-0023-ITA","Yes","tec-tra-rai-rai","Technological","Transport","Rail","Rail",NA,NA,"ITA","Italy","Southern Europe","Europe","Salerno",NA,NA,"No","No","No",NA,NA,NA,NA,NA,NA,1944,3,4,1944,3,4,521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.77524981691036,NA,"2003-07-01","2023-09-25"
"1944-0044-ITA","Yes","nat-geo-vol-ash","Natural","Geophysical","Volcanic activity","Ash fall",NA,"Mt. Vesuve","ITA","Italy","Southern Europe","Europe","Napoli",NA,NA,"No","No","No",NA,NA,NA,40.821,14.426,NA,1944,3,18,1944,3,18,26,NA,NA,14000,14000,NA,NA,NA,NA,NA,NA,5.77524981691036,NA,"2006-02-09","2023-09-25"
"1948-0023-ITA","Yes","nat-met-sto-sto","Natural","Meteorological","Storm","Storm (General)",NA,NA,"ITA","Italy","Southern Europe","Europe",NA,NA,NA,"No","No","No",NA,NA,"Kph",NA,NA,NA,1948,9,NA,1948,9,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.87534065942322,NA,"2003-07-01","2023-09-25"
"1948-0026-ITA","Yes","nat-hyd-mmw-lan","Natural","Hydrological","Mass movement (wet)","Landslide (wet)",NA,NA,"ITA","Italy","Southern Europe","Europe",NA,NA,NA,"No","No","No",NA,NA,NA,NA,NA,NA,1948,11,NA,1948,11,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.87534065942322,NA,"2003-07-01","2023-09-25"
"1951-0020-ITA","Yes","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)",NA,NA,"ITA","Italy","Southern Europe","Europe","Po river Valley, Polesine",NA,NA,"No","No","No",NA,NA,"Km2",NA,NA,NA,1951,11,14,1951,11,14,100,NA,NA,170000,170000,NA,NA,NA,NA,3e+05,3516331,8.53161904770849,NA,"2006-02-09","2023-09-25"
"1951-0042-ITA","Yes","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)",NA,NA,"ITA","Italy","Southern Europe","Europe","Reggio Calabria",NA,NA,"No","No","No",NA,NA,"Km2",NA,NA,NA,1951,10,16,1951,10,16,63,NA,NA,3500,3500,NA,NA,NA,NA,NA,NA,8.53161904770849,NA,"2006-02-09","2023-09-25"
"1953-0056-ITA","Yes","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)",NA,NA,"ITA","Italy","Southern Europe","Europe","Catanzaro (Reggio Calabria)",NA,NA,"No","No","No",NA,NA,"Km2",NA,NA,NA,1953,10,21,1953,10,21,100,NA,NA,4000,4000,NA,NA,NA,NA,NA,NA,8.7941304030226,NA,"2006-02-09","2023-09-25"
"1954-0058-ITA","Yes","nat-hyd-mmw-lan","Natural","Hydrological","Mass movement (wet)","Landslide (wet)",NA,NA,"ITA","Italy","Southern Europe","Europe","Salerno",NA,NA,"No","No","No",NA,NA,NA,NA,NA,NA,1954,10,25,1954,10,25,297,NA,NA,5466,5466,NA,NA,NA,NA,NA,NA,8.82694432243686,NA,"2006-02-09","2023-09-25"
"1955-0053-ITA","Yes","tec-tra-air-air","Technological","Transport","Air","Air",NA,"DC-6b","ITA","Italy","Southern Europe","Europe","Terminillo (Italy)",NA,NA,"No","No","No",NA,NA,NA,NA,NA,NA,1955,2,13,1955,2,13,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7872840742115,NA,"2005-04-15","2023-09-25"
"1960-0059-ITA","Yes","nat-hyd-mmw-lan","Natural","Hydrological","Mass movement (wet)","Landslide (wet)",NA,NA,"ITA","Italy","Southern Europe","Europe","Loveno",NA,NA,"No","No","No",NA,NA,NA,NA,NA,NA,1960,9,17,1960,9,17,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.706215691262,NA,"2006-02-09","2023-09-25"
"1962-0045-ITA","Yes","nat-geo-ear-gro","Natural","Geophysical","Earthquake","Ground movement",NA,NA,"ITA","Italy","Southern Europe","Europe","Irpinia",NA,NA,"No","No","No",NA,6.1,"Moment Magnitude",41.4,15.5,NA,1962,8,21,1962,8,21,16,NA,NA,30000,30000,NA,NA,NA,NA,NA,NA,9.9277440573007,NA,"2006-02-09","2023-09-25"
"1963-0032-ITA","Yes","nat-hyd-mmw-lan","Natural","Hydrological","Mass movement (wet)","Landslide (wet)",NA,NA,"ITA","Italy","Southern Europe","Europe","Vajont dam, Longarone (Belluno, Podova)",NA,NA,"No","No","No",NA,NA,NA,NA,NA,NA,1963,10,9,1963,10,9,1917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.0508101859955,NA,"2006-02-09","2023-09-25"
"1965-0041-ITA","Yes","nat-met-sto-tor","Natural","Meteorological","Storm","Tornado",NA,NA,"ITA","Italy","Southern Europe","Europe","North",NA,NA,"No","No","No",NA,NA,"Kph",NA,NA,NA,1965,7,5,1965,7,5,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.3407129450072,NA,"2003-07-01","2023-09-25"
"1965-0052-ITA","Yes","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)",NA,NA,"ITA","Italy","Southern Europe","Europe","Rome to Sicily",NA,NA,"No","No","No",NA,NA,"Km2",NA,NA,NA,1965,9,2,1965,9,2,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.3407129450072,NA,"2003-07-01","2023-09-25"
"1966-0086-ITA","Yes","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)",NA,NA,"ITA","Italy","Southern Europe","Europe","Florence, Venice",NA,NA,"Yes","No","No",NA,NA,"Km2",NA,NA,NA,1966,11,3,1966,11,3,70,NA,NA,1300000,1300000,NA,NA,NA,NA,2e+06,18774941,10.6524970655017,NA,"2006-02-09","2023-09-25"
"1968-0023-ITA","Yes","nat-geo-ear-gro","Natural","Geophysical","Earthquake","Ground movement",NA,NA,"ITA","Italy","Southern Europe","Europe","Belice Valley (Western Sicily)",NA,NA,"Yes","No","No",NA,6.4,"Moment Magnitude",37.702,13.033,NA,1968,1,15,1968,1,15,224,563,55000,NA,55563,NA,NA,NA,NA,250000,2189998,11.415536622305,NA,"2006-02-09","2023-09-25"
"1968-0081-ITA","Yes","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)",NA,NA,"ITA","Italy","Southern Europe","Europe","Piedmont, Asti, Biella, Novarra",NA,NA,"No","No","No",NA,NA,"Km2",NA,NA,NA,1968,11,2,1968,11,2,72,NA,NA,3000,3000,NA,NA,NA,NA,NA,NA,11.415536622305,NA,"2006-02-09","2023-09-25"
"1970-0047-ITA","Yes","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone",NA,NA,"ITA","Italy","Southern Europe","Europe","Venice",NA,NA,"No","No","No",NA,NA,"Kph",NA,NA,NA,1970,9,11,1970,9,11,35,NA,200,NA,200,NA,NA,NA,NA,3200,25114,12.7419687313555,NA,"2003-07-01","2023-09-25"
"1970-0055-ITA","Yes","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood",NA,NA,"ITA","Italy","Southern Europe","Europe","Genoa provinces",NA,NA,"Yes","No","No",NA,NA,"Km2",NA,NA,NA,1970,10,7,1970,10,7,37,NA,1300000,1650,1301650,NA,NA,NA,NA,268300,2105640,12.7419687313555,NA,"2003-07-01","2023-09-25"
"1971-0014-ITA","Yes","nat-geo-ear-gro","Natural","Geophysical","Earthquake","Ground movement",NA,NA,"ITA","Italy","Southern Europe","Europe","Toscana",NA,NA,"No","No","No",NA,4.6,"Moment Magnitude",42.5,11.8,NA,1971,2,6,1971,2,6,22,100,4120,NA,4220,NA,NA,NA,NA,41600,313042,13.2889560964833,NA,"2004-01-29","2023-09-25"
"1972-0084-ITA","Yes","nat-geo-ear-gro","Natural","Geophysical","Earthquake","Ground movement",NA,NA,"ITA","Italy","Southern Europe","Europe","Ancona",NA,NA,"No","No","No",NA,4.8,"Moment Magnitude",43.8,13.3,NA,1972,2,4,1972,2,4,1,NA,450,NA,450,NA,NA,NA,NA,NA,NA,13.7238063456726,NA,"2004-04-05","2023-09-25"
"1972-0150-ITA","Yes","nat-geo-ear-gro","Natural","Geophysical","Earthquake","Ground movement",NA,NA,"ITA","Italy","Southern Europe","Europe","Ancona",NA,NA,"No","No","No",NA,4.4,"Moment Magnitude",43.8,13.3,NA,1972,6,21,1972,6,21,2,NA,NA,NA,NA,NA,NA,NA,NA,3e+05,2185982,13.7238063456726,NA,"2020-04-09","2023-09-25"
"1973-0001-ITA","Yes","nat-met-sto-sto","Natural","Meteorological","Storm","Storm (General)",NA,NA,"ITA","Italy","Southern Europe","Europe","South Sicily",NA,NA,"No","No","No",NA,NA,"Kph",NA,NA,NA,1973,1,1,1973,1,1,24,NA,5000,NA,5000,NA,NA,NA,NA,360000,2470555,14.5716254825684,NA,"2003-07-01","2023-09-25"
"1973-0032-ITA","Yes","nat-met-sto-sto","Natural","Meteorological","Storm","Storm (General)",NA,NA,"ITA","Italy","Southern Europe","Europe","Riviera",NA,NA,"No","No","No",NA,NA,"Kph",NA,NA,NA,1973,7,14,1973,7,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.5716254825684,NA,"2003-07-01","2023-09-25"
"1973-0041-ITA","Yes","nat-met-sto-sto","Natural","Meteorological","Storm","Storm (General)",NA,NA,"ITA","Italy","Southern Europe","Europe","Palermo",NA,NA,"No","No","No",NA,NA,"Kph",NA,NA,NA,1973,10,NA,1973,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120000,823518,14.5716254825684,NA,"2003-07-01","2023-09-25"
"1975-0025-ITA","Yes","nat-hyd-mmw-lan","Natural","Hydrological","Mass movement (wet)","Landslide (wet)",NA,NA,"ITA","Italy","Southern Europe","Europe","Alps",NA,NA,"No","No","No",NA,NA,NA,NA,NA,NA,1975,4,NA,1975,4,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.6620858156972,NA,"2003-07-01","2023-09-25"
"1976-0037-ITA","Yes","nat-geo-ear-gro","Natural","Geophysical","Earthquake","Ground movement",NA,NA,"ITA","Italy","Southern Europe","Europe","Friuli region",NA,NA,"No","No","No",NA,6.5,"Moment Magnitude",46.356,13.275,NA,1976,5,6,1976,5,6,922,1750,111472,105000,218222,NA,NA,NA,NA,3600000,19275319,18.6767338042532,NA,"2004-01-27","2023-09-25"
"1976-0046-ITA","Yes","tec-ind-exp-exp","Technological","Industrial accident","Explosion (Industrial)","Explosion (Industrial)",NA,"Chemical plant","ITA","Italy","Southern Europe","Europe","Seveso",NA,NA,"Yes","No","No",NA,NA,"m3",NA,NA,NA,1976,7,10,1976,7,10,NA,193,700,190000,190893,NA,NA,NA,NA,NA,NA,18.6767338042532,NA,"2003-07-01","2023-09-25"
"1976-0190-ITA","Yes","tec-mis-mis-mis","Technological","Miscellaneous accident","Miscellaneous accident (General)","Miscellaneous accident (General)",NA,NA,"ITA","Italy","Southern Europe","Europe","Cavalese",NA,NA,"No","No","No",NA,NA,NA,NA,NA,NA,1976,3,10,1976,3,10,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.6767338042532,NA,"2003-07-01","2023-09-25"
"1976-0195-ITA","Yes","nat-geo-ear-gro","Natural","Geophysical","Earthquake","Ground movement",NA,NA,"ITA","Italy","Southern Europe","Europe","Friuli",NA,NA,"Yes","No","No",NA,NA,"Moment Magnitude",NA,NA,NA,1976,9,9,1976,9,9,12,NA,NA,32000,32000,NA,NA,NA,NA,NA,NA,18.6767338042532,NA,"2006-02-09","2023-09-25"
"1976-0196-ITA","Yes","nat-geo-ear-gro","Natural","Geophysical","Earthquake","Ground movement",NA,NA,"ITA","Italy","Southern Europe","Europe","Northeastern",NA,NA,"No","No","No",NA,NA,"Moment Magnitude",46.302,13.197,NA,1976,9,15,1976,9,15,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.6767338042532,NA,"2020-09-03","2023-09-25"
"1977-0063-ITA","Yes","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)",NA,NA,"ITA","Italy","Southern Europe","Europe","South West Turin",NA,NA,"No","No","No",NA,NA,"Km2",NA,NA,NA,1977,5,NA,1977,5,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,44000,221205,19.891036576022,NA,"2003-07-01","2023-09-25"
"1977-0122-ITA","Yes","nat-hyd-flo-flo","Natural","Hydrological","Flood","Flood (General)",NA,NA,"ITA","Italy","Southern Europe","Europe","North (Po plain)",NA,NA,"No","No","No",NA,NA,"Km2",NA,NA,NA,1977,10,NA,1977,10,NA,16,NA,1000,NA,1000,NA,NA,NA,NA,150000,754109,19.891036576022,NA,"2003-07-01","2023-09-25"
"1978-0054-ITA","Yes","tec-tra-rai-rai","Technological","Transport","Rail","Rail",NA,NA,"ITA","Italy","Southern Europe","Europe","Bologna",NA,NA,"No","No","No",NA,NA,NA,NA,NA,NA,1978,4,14,1978,4,14,43,120,NA,NA,120,NA,NA,NA,NA,NA,NA,21.4089169853971,NA,"2003-07-01","2023-09-25"
"1978-0057-ITA","Yes","nat-geo-ear-gro","Natural","Geophysical","Earthquake","Ground movement",NA,NA,"ITA","Italy","Southern Europe","Europe","Sicily",NA,NA,"No","No","No",NA,5.7,"Moment Magnitude",38.391,15.066,NA,1978,4,16,1978,4,16,5,NA,900,NA,900,NA,NA,NA,NA,NA,NA,21.4089169853971,NA,"2004-01-23","2023-09-25"
"1978-0082-ITA","Yes","nat-met-sto-tor","Natural","Meteorological","Storm","Tornado",NA,NA,"ITA","Italy","Southern Europe","Europe","Udine",NA,NA,"No","No","No",NA,NA,"Kph",NA,NA,NA,1978,6,25,1978,6,25,1,19,NA,NA,19,NA,NA,NA,NA,1000,4671,21.4089169853971,NA,"2003-07-01","2023-09-25"
"1978-0190-ITA","Yes","tec-ind-che-che","Technological","Industrial accident","Chemical spill","Chemical spill",NA,NA,"ITA","Italy","Southern Europe","Europe","Manfradonia",NA,NA,"No","No","No",NA,NA,"m3",NA,NA,NA,1978,NA,NA,1978,NA,NA,NA,NA,10000,NA,10000,NA,NA,NA,NA,NA,NA,21.4089169853971,NA,"2003-07-01","2023-09-25"
"1979-0087-ITA","Yes","nat-geo-vol-ash","Natural","Geophysical","Volcanic activity","Ash fall",NA,"Mt. Etna","ITA","Italy","Southern Europe","Europe","Sicily",NA,NA,"No","No","No",NA,NA,NA,37.734,15.004,NA,1979,9,12,1979,9,12,9,24,NA,NA,24,NA,NA,NA,NA,NA,NA,23.8183792546336,NA,"2003-07-01","2023-09-25"
"1979-0216-ITA","Yes","nat-geo-ear-gro","Natural","Geophysical","Earthquake","Ground movement",NA,NA,"ITA","Italy","Southern Europe","Europe","Val Nerina (Umbria)",NA,NA,"No","No","No",NA,5.8,"Moment Magnitude",42.812,13.061,NA,1979,9,19,1979,9,19,5,NA,NA,5000,5000,NA,NA,NA,NA,NA,NA,23.8183792546336,NA,"2010-03-12","2023-09-25"
"1980-0075-ITA","Yes","tec-mis-exp-exp","Technological","Miscellaneous accident","Explosion (Miscellaneous)","Explosion (Miscellaneous)",NA,NA,"ITA","Italy","Southern Europe","Europe",NA,NA,NA,"No","No","No",NA,NA,NA,NA,NA,NA,1980,8,2,1980,8,2,76,200,NA,NA,200,NA,NA,NA,NA,NA,NA,27.0455805950517,NA,"2003-07-01","2023-09-25"
"1980-0102-ITA","Yes","tec-tra-rai-rai","Technological","Transport","Rail","Rail",NA,NA,"ITA","Italy","Southern Europe","Europe","Vibo Valentia",NA,NA,"No","No","No",NA,NA,NA,NA,NA,NA,1980,11,21,1980,11,21,28,100,NA,NA,100,NA,NA,NA,NA,NA,NA,27.0455805950517,NA,"2003-07-01","2023-09-25"
"1980-0103-ITA","Yes","nat-geo-ear-gro","Natural","Geophysical","Earthquake","Ground movement",NA,NA,"ITA","Italy","Southern Europe","Europe","Avellino, Potenza, Caserta, Naples",NA,NA,"Yes","No","No",NA,6.9,"Moment Magnitude",40.914,15.366,NA,1980,11,23,1980,11,23,4689,7700,4e+05,NA,407700,NA,NA,NA,NA,2e+07,73949235,27.0455805950517,NA,"2004-01-20","2023-09-25"
"1981-0123-ITA","Yes","nat-geo-ear-gro","Natural","Geophysical","Earthquake","Ground movement",NA,NA,"ITA","Italy","Southern Europe","Europe","Mazara del Vallo area (Sicily)",NA,NA,"No","No","No",NA,4.9,"Moment Magnitude",37.67,12.47,NA,1981,6,7,1981,6,7,NA,6,300,NA,306,NA,NA,NA,NA,NA,NA,29.8406619948054,NA,"2004-04-01","2023-09-25"
"1981-0224-ITA","Yes","nat-geo-ear-gro","Natural","Geophysical","Earthquake","Ground movement",NA,NA,"ITA","Italy","Southern Europe","Europe","South",NA,NA,"No","No","No",NA,4.6,"Moment Magnitude",41.051,14.601,NA,1981,2,14,1981,2,14,12,NA,NA,NA,NA,NA,NA,NA,NA,500,1676,29.8406619948054,NA,"2004-01-16","2023-09-25"
"1982-0035-ITA","Yes","nat-geo-ear-gro","Natural","Geophysical","Earthquake","Ground movement",NA,NA,"ITA","Italy","Southern Europe","Europe","Avellino, Potenza",NA,NA,"No","No","No",NA,NA,"Moment Magnitude",NA,NA,NA,1982,3,21,1982,3,21,NA,NA,1000,NA,1000,NA,NA,NA,NA,NA,NA,31.6703187460183,NA,"2004-01-16","2023-09-25"
"1982-0106-ITA","Yes","nat-geo-ear-gro","Natural","Geophysical","Earthquake","Ground movement",NA,NA,"ITA","Italy","Southern Europe","Europe","Perugia area (Umbria)",NA,NA,"No","No","No",NA,4.4,"Moment Magnitude",43.164,12.586,NA,1982,10,17,1982,10,17,NA,NA,5000,NA,5000,NA,NA,NA,NA,35000,110514,31.6703187460183,NA,"2004-01-16","2023-09-25"
"1982-0132-ITA","Yes","nat-hyd-mmw-lan","Natural","Hydrological","Mass movement (wet)","Landslide (wet)",NA,NA,"ITA","Italy","Southern Europe","Europe","Ancona",NA,NA,"No","No","No",NA,NA,NA,NA,NA,NA,1982,12,14,1982,12,14,NA,NA,4000,NA,4000,NA,NA,NA,NA,7e+05,2210271,31.6703187460183,NA,"2003-07-01","2023-09-25"
"1983-0099-ITA","Yes","nat-cli-wil-for","Natural","Climatological","Wildfire","Forest fire",NA,NA,"ITA","Italy","Southern Europe","Europe","Sardinia, Calabria",NA,NA,"Yes","No","No",NA,1000,"Km2",NA,NA,NA,1983,7,25,1983,7,25,7,20,NA,NA,20,NA,NA,NA,NA,NA,NA,32.687704821756,NA,"2003-07-01","2023-09-25"
"1983-0112-ITA","Yes","nat-geo-ear-gro","Natural","Geophysical","Earthquake","Ground movement",NA,NA,"ITA","Italy","Southern Europe","Europe","Pozzuoli (Naples)",NA,NA,"No","No","No",NA,NA,"Moment Magnitude",40.5,14.15,NA,1983,9,19,1983,9,19,NA,30,20000,1000,21030,NA,NA,NA,NA,NA,NA,32.687704821756,NA,"2006-02-09","2023-09-25"
"1983-0368-ITA","Yes","nat-hyd-mmw-lan","Natural","Hydrological","Mass movement (wet)","Landslide (wet)",NA,NA,"ITA","Italy","Southern Europe","Europe","Lombardy province",NA,NA,"No","No","No",NA,NA,NA,NA,NA,NA,1983,5,22,1983,5,22,17,15,3000,4000,7015,NA,NA,NA,NA,NA,NA,32.687704821756,NA,"2006-02-09","2024-08-29"
"1983-0532-ITA","Yes","tec-mis-mis-mis","Technological","Miscellaneous accident","Miscellaneous accident (General)","Miscellaneous accident (General)",NA,NA,"ITA","Italy","Southern Europe","Europe","Val d'Aoste",NA,NA,"No","No","No",NA,NA,NA,NA,NA,NA,1983,2,13,1983,2,13,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.687704821756,NA,"2003-07-01","2023-09-25"
"1983-0533-ITA","Yes","tec-mis-fir-fir","Technological","Miscellaneous accident","Fire (Miscellaneous)","Fire (Miscellaneous)",NA,"Cinema","ITA","Italy","Southern Europe","Europe","Turin",NA,NA,"No","No","No",NA,NA,NA,NA,NA,NA,1983,2,1,1983,2,1,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.687704821756,NA,"2003-07-01","2023-09-25"
"1983-0589-ITA","Yes","nat-geo-ear-gro","Natural","Geophysical","Earthquake","Ground movement",NA,NA,"ITA","Italy","Southern Europe","Europe","Parma",NA,NA,"No","No","No",NA,NA,"Moment Magnitude",44.689,10.317,NA,1983,11,9,1983,11,9,NA,100,NA,NA,100,NA,NA,NA,NA,NA,NA,32.687704821756,NA,"2022-05-19","2023-09-25"
"1984-0038-ITA","Yes","nat-geo-ear-gro","Natural","Geophysical","Earthquake","Ground movement",NA,NA,"ITA","Italy","Southern Europe","Europe","Assisi, Gubbio, Perugia area (Umbria Province)",NA,NA,"No","No","No",NA,5.8,"Moment Magnitude",43.26,12.558,NA,1984,4,29,1984,4,29,3,200,NA,4000,4200,NA,NA,NA,NA,25000,73328,34.0934558938493,NA,"2004-01-13","2023-09-25"
"1984-0047-ITA","Yes","nat-geo-ear-gro","Natural","Geophysical","Earthquake","Ground movement",NA,NA,"ITA","Italy","Southern Europe","Europe","Abruzzo area",NA,NA,"No","No","No",NA,5.4,"Moment Magnitude",42.1,13.5,NA,1984,5,7,1984,5,7,3,83,5000,NA,5083,NA,NA,NA,NA,NA,NA,34.0934558938493,NA,"2004-01-13","2023-09-25"
